灵,靈,,608,61,4,7,+17809+,/ling2,1レイ1リヤウ1(1リョウ1)1たま1たましい1みこ1よい1,
录,錄,,582,61,5,8,+17909+,/lu4,1リヨク1(1リョク1)1ロク1しるす1さかん1,
彖,,158,,61,6,9,+27232+,/tuan4,1タン1,
彗,,158,,61,8,11,+55174+,/hui4/sui4,1セイ1ゼイ1スヰ1(1スイ1)1ズヰ1(1ズイ1)1はうき1(1ほうき1)1はく1はうきぼし1(1ほうきぼし1),
彘,,158,,61,9,12,+27712+,/zhi4,1テイ1デイ1,
彙,,158,,61,10,13,+27904+,/hui4,1ヰ1(1イ1)1はりねずみ1あつまる1あつめる1たぐひ1(1たぐい1),
彜,彝,,158,61,13,16,+27442+,/yi2,1イ1つね1のり1,
彝,,158,,61,15,18,+27449+,/yi2,1イ1つね1のり1,
彠,矱,158,365,61,23,26,+14347+,/huo4/wo4,1ワク1,
彡(1),,158,,62,0,3,+20202+,/shan1,1サン1セン1けかざり1さんづくり1,
彡(2),,158,,62,0,3,+20202+,/xian3,1セン1,
彤,,158,,62,4,7,+72422+,/tong2,1トウ1ツ1,
形,09982,159,159,62,4,7,+12422+,/xing2,1ケイ1ギヤウ1(1ギョウ1)1かたち1かた1,
09982,,159,,62,6,9,+12422+,/xing2,1ケイ1ギヤウ1(1ギョウ1)1かたち1かた1,
彥,,159,,62,6,9,+00222+,/yan4,1ゲン1ひこ1,
彦,彥,,159,62,6,9,+00222+,/yan4,1ゲン1ひこ1,
彧,,159,,62,7,10,+53100+,/yu4,1イク1オク1,
彩,,159,,62,8,11,+22922+,/cai3,1サイ1いろどる1いろどり1,
彪,,159,,62,8,11,+22212+,/biao1,1ヒウ1(1ヒュウ1)1フ1ヒヨウ1(1ヒョウ1)1あや1まだら1,
彫,,159,,62,8,11,+72222+,/diao1,1テウ1(1チョウ1)1ほる1ゑる1(1える1)1きざむ1しぼむ1なえる1,
彬,,159,,62,8,11,+42922+,/bin1,1ヒン1あきらか1そなはる1(1そなわる1),
彭(1),,159,,62,9,12,+42122+,/peng2,1ハウ1(1ホウ1)1ビヤウ1(1ビョウ1)1ふくれる1,
彭(2),,159,,62,9,12,+42122+,/bang1,1ハウ1(1ホウ1)1バウ1(1ボウ1),
彭(3),,159,,62,9,12,+42122+,/pang2,1ハウ1(1ホウ1)1バウ1(1ボウ1),
彰,,159,,62,11,14,+02422+,/zhang1,1シヤウ1(1ショウ1)1サウ1(1ソウ1)1あきらか1あや1あらはす1(1あらわす1)1あらはれる1(1あらわれる1),
影,,159,,62,12,15,+62922+,/ying3,1エイ1ヤウ1(1ヨウ1)1かげ1すがた1まぼろし1,
彳,,159,,63,0,3,+20202+,/chi4,1テキ1チヤク1(1チャク1)1ぎやうにんべん1(1ぎょうにんべん1),
彴(1),,159,,63,3,6,+27220+,/zhuo2,1シヤク1(1シャク1),
彴(2),,159,,63,3,6,+27220+,/bo2,1ハク1,
彷(1),,160,,63,4,7,+20227+,/pang2,1ハウ1(1ホウ1)1バウ1(1ボウ1)1さまよふ1(1さまよう1),
彷(2),,160,,63,4,7,+20227+,/fang3,1ハウ1(1ホウ1),
役,,160,,63,4,7,+27247+,/yi4,1エキ1ヤク1いくさ1つとめ1やく1,
彻,徹,,163,63,4,7,+27220+,/che4,1テツ1デチ1とほる1(1とおる1)1つらぬく1こらへる1(1こらえる1)1とる1,
彼,,160,,63,5,8,+24247+,/bi3,1ヒ1かれ1かの1,
彿,髴,160,631,63,5,8,+25227+,/fu2,1フツ1ホチ1にかよふ1(1にかよう1)1ほのか1,
往,,160,,63,5,8,+20214+,/wang3,1ワウ1(1オウ1)1いく1ゆく1おくる1いにしへ1(1いにしえ1),
征,,160,,63,5,8,+21211+,/zheng1,1セイ1シヤウ1(1ショウ1)1いく1ゆく1うつ1もとめる1とる1,
徂,,160,,63,5,8,+27210+,/cu2,1ソ1ゾ1いく1ゆく1しぬ1,
径,徑,,161,63,5,8,+27214+,/jing4,1ケイ1キヤウ1(1キョウ1)1こみち1みち1さしわたし1ただちに1,
待,,160,,63,6,9,+24241+,/dai4,1タイ1ダイ1まつ1あしらふ1(1あしらう1)1もてなす1,
徇,,160,,63,6,9,+27220+,/xun4,1シユン1(1シュン1)1ジユン(1ジュン1)1したがふ1(1したがう1)1めぐる1となへる1(1となえる1)1あまねし1はやい1しむ1,
很,,160,,63,6,9,+27232+,/hen3,1コン1ゴン1もとる1,
徉,,160,,63,6,9,+28251+,/yang2,1ヤウ1(1ヨウ1),
徊,,160,,63,6,9,+26200+,/hui2/huai2,1クワイ1(1カイ1)1ヱ1(1エ1)1さまよふ1(1さまよう1)1めぐる1,
律,,160,,63,6,9,+25207+,/lv4,1リツ1リチ1のり1のつとる1(1のっとる1),
後(1),,161,,63,6,9,+22247+,/hou4,1コウ1グ1ゴ1のち1うしろ1あと1しりへ1(1しりえ1),
後(2),,161,,63,6,9,+22247+,/hou4,1コウ1グ1ゴ1おくれる1,
徐,,161,,63,7,10,+28294+,/xu2,1シヨ1(1ショ1)1ジヨ1(1ジョ1)1おもむろ1ゆるやか1しずか1(1しづか1),
徑,,161,,63,7,10,+21211+,/jing4,1ケイ1キヤウ1(1キョウ1)1こみち1みち1さしわたし1ただちに1,
徒,,161,,63,7,10,+24281+,/tu2,1ト1ヅ1(1ズ1)1かち1ともがら1むなしい1いたづら1(1いたずら1)1いたづらに1(1いたずらに1)1ただ1,
従(1),從,,162,63,7,10,+28281+,/cong2,1シヨウ1(1ショウ1)1ジユ1(1ジュ1)1ジユウ1(1ジュウ1)1したがふ1(1したがう1)1したがへる1(1したがえる1)1より1,
従(2),從,,162,63,7,10,+28281+,/zong4,1シヨウ1(1ショウ1)1ジユ1(1ジュ1)1ジユウ1(1ジュウ1)1たて1ほしいまま1,
従(3),從,,162,63,7,10,+28281+,/cong1,1シヨウ1(1ショウ1),
従(4),從,,162,63,7,10,+28281+,/zong1,1シヨウ1(1ショウ1),
得,,161,,63,8,11,+26241+,/de2/dei3,1トク1える1うる1,
徘,,161,,63,8,11,+21211+,/pai2,1ハイ1バイ1さまよふ1(1さまよう1),
徙,,161,,63,8,11,+21281+,/si3/xi3,1シ1うつる1うつす1,
徜,,162,,63,8,11,+29227+,/chang2,1シヤウ1(1ショウ1)1ジヤウ1(1ジョウ1),
從(1),,162,,63,8,11,+28281+,/cong2,1シヨウ1(1ショウ1)1ジユ1(1ジュ1)1ジユウ1(1ジュウ1)1したがふ1(1したがう1)1したがへる1(1したがえる1)1より1,
從(2),,162,,63,8,11,+28281+,/zong4,1シヨウ1(1ショウ1)1ジユ1(1ジュ1)1ジユウ1(1ジュウ1)1たて1ほしいまま1,
從(3),,162,,63,8,11,+28281+,/cong1,1シヨウ1(1ショウ1),
從(4),,162,,63,8,11,+28281+,/zong1,1シヨウ1(1ショウ1),
徠(1),來,162,018,63,8,11,+24298+,/lai2,1ライ1くる1きたる1きたす1このかた1,
徠(2),來,162,018,63,8,11,+24298+,/lai4,1ライ1,
御(1),,162,,63,8,11,+27220+,/yu4,1ギヨ1(1ギョ1)1ゴ1おん1をさめる1(1おさめる1)1はべる1ふせぐ1お1おほん1(1おおん1)1み1,
御(2),,162,,63,8,11,+27220+,/ya3,1ガ1ゲ1,
徧,,162,,63,9,12,+23227+,/bian4/pian4,1ヘン1,
徨,彷,162,160,63,9,12,+26214+,/huang2,1クワウ1(1コウ1)1ワウ1(1オウ1)1さまよふ1(1さまよう1),
復,,162,,63,9,12,+28247+,/fu4,1フク1ブク1かへる1(1かえる1)1かへす1(1かえす1)1また1ふたたび1,
循,,162,,63,9,12,+22264+,/xun2,1シユン1(1シュン1)1ジユン1(1ジュン1)1したがふ1(1したがう1)1そふ1(1そう1)1よる1めぐる1,
徬,,163,,63,10,13,+20227+,/pang2,1ハウ1(1ホウ1)1バウ1(1ボウ1),
徭,,163,,63,10,13,+27272+,/yao2,1エウ1(1ヨウ1),
微,,163,,63,10,13,+28240+,/wei2/wei1,1ビ1ミ1かすか1わづか1(1わずか1)1ひそか1ない1,
徯,,163,,63,10,13,+22234+,/xi1,1ケイ1ガイ1,
徳,德,,163,63,11,14,+24236+,/de2,1トク1,
徴(1),,163,,63,12,15,+28240+,/zheng1,1チヨウ1(1チョウ1)1めす1もとめる1きざす1きざし1,
徴(2),,163,,63,12,15,+28240+,/zhi3,1チ1,
德,,163,,63,12,15,+24231+,/de2,1トク1,
徹,,163,,63,12,15,+28240+,/che4,1テツ1デチ1とほる1(1とおる1)1つらぬく1こらへる1(1こらえる1)1とる1,
徼(1),,163,,63,13,16,+28240+,/jiao4,1ケウ1(1キョウ1)1めぐる1,
徼(2),,163,,63,13,16,+28240+,/jiao3,1ケウ1(1キョウ1)1もとめる1,
徼(3),,163,,63,13,16,+28240+,/yao1,1エウ1(1ヨウ1),
徽,,164,,63,14,17,+28240+,/hui1,1キ1しるし1よい1なは1(1なわ1),
心,,165,,72,0,4,+33000+,/xin1,1シン1こころ1,
必,,165,,72,1,5,+33000+,/bi4,1ヒツ1ヒチ1かならず1,
忆,憶,,179,72,1,4,+97010+,/yi4,1ヨク1オク1おもふ1(1おもう1)1おぼえる1,
忉,,165,,72,2,5,+97020+,/dao1,1タウ1(1トウ1),
忌,,165,,72,3,7,+17331+,/ji4,1キ1いむ1いまはしい1(1いまわしい1)1いみ1,
忍,,165,,72,3,7,+17332+,/ren3,1ジン1ニン1しのぶ1しのばせる1しのび1むごい1,
忐,,165,,72,3,7,+21331+,/tan3,1タン1ドン1カウ1(1コウ1)1キヤウ1(1キョウ1),
忑,,165,,72,3,7,+10333+,/te4,1トク1ドク1タウ1(1トウ1),
忔(1),,165,,72,3,6,+98017+,/xi4,1キツ1コチ1,
忔(2),,165,,72,3,6,+98017+,/yi4,1キツ1コチ1,
忒,,166,,72,3,7,+43300+,/te4,1トク1ドク1,
忖,,166,,72,3,6,+94000+,/cun3,1ソン1はかる1おしはかる1,
志,誌,166,517,72,3,7,+40331+,/zhi4,1シ1こころざす1こころざし1しるす1しるし1,
忘,,166,,72,3,7,+00331+,/wang2/wang4,1バウ1(1ボウ1)1マウ1(1モウ1)1わすれる1,
忙,,166,,72,3,6,+90010+,/mang2,1バウ1(1ボウ1)1マウ1(1モウ1)1いそがしい1せはしい1(1せわしい1),
応(1),應,,179,72,3,7,+00230+,/ying1,1オウ1まさに1べし1,
応(2),應,,179,72,3,7,+00230+,/ying4,1オウ1こたへる1(1こたえる1),
忝,,166,,72,4,8,+20333+,/tian3,1テン1デン1かたじけない1はづかしめる1(1はずかしめる1),
忠,,166,,72,4,8,+50336+,/zhong1,1チユウ1(1チュウ1)1チユ1(1チュ1)1まごころ1,
忡,,166,,72,4,7,+95006+,/chong1,1チユウ1(1チュウ1)1チユ1(1チュ1)1シユウ1(1シュウ1)1シユ1(1シュ1),
忤,,166,,72,4,7,+98040+,/wu3,1ゴ1グ1さからふ1(1さからう1)1もとる1,
快,,166,,72,4,7,+95030+,/kuai4,1クワイ1(1カイ1)1こころよい1はやい1,
忭,,166,,72,4,7,+90030+,/bian4,1ヘン1ベン1,
忮,,166,,72,4,7,+94047+,/zhi4,1シ1ジ1,
忱,,166,,72,4,7,+94012+,/chen2,1シン1ジン1まこと1,
念,,166,,72,4,8,+80332+,/nian4,1デン1ネン1おもふ1(1おもう1)1よむ1,
忸(1),,166,,72,4,7,+97015+,/nv3/niu3,1ヂク1(1ジク1)1ノク1はぢる1(1はじる1),
忸(2),,166,,72,4,7,+97015+,/nv3/niu3,1ヂウ1(1ジュウ1)1ニユ1(1ニュ1),
忻,欣,167,266,72,4,7,+92021+,/xin1,1キン1コン1よろこぶ1,
忼,慷,167,000,72,4,7,+90017+,/gang1/gang3,1カウ1(1コウ1)1なげく1,
忽,,167,,72,4,8,+27332+,/hu1,1コツ1コチ1たちまち1ゆるがせにする1,
忿,,167,,72,4,8,+80332+,/fen4,1フン1ホン1ボン1いかる1いかり1,
怆,愴,,175,72,4,7,+98012+,/chuang4,1シヤウ1(1ショウ1)1サウ1(1ソウ1)1いたむ1かなしむ1,
态,態,,176,72,4,8,+40333+,/tai4,1タイ1ダイ1ナイ1すがた1さま1わざと1,
怂,慫,,177,72,4,8,+88330+,/song3,1シヨウ1(1ショウ1)1シユ1(1シュ1)1おどろく1すすめる1,
怃(1),憮,,178,72,4,7,+91012+,/wu3,1ブ1ム1,
怃(2),憮,,178,72,4,7,+91012+,/xu3,1ク1,
怀,懷,180,180,72,4,7,+91090+,/huai2,1クワイ1(1カイ1)1ヱ1(1エ1)1ふところ1なつかしい1なつかしむ1なつく1なつける1いだく1おもふ1(1おもう1)1おもひ1(1おもい1)1なつかしみ1,
忩,悤,180,172,72,4,7,+80333+,/cong1,1ソウ1ス1あわてる1いそぐ1,
怍,,167,,72,5,8,+98011+,/zuo4,1サク1ジヤク1(1ジャク1),
怎,,167,,72,5,9,+80331+,/zen3,1ソウ1いかで1どうして1,
怏,,167,,72,5,8,+95030+,/yang4,1ヤウ1(1ヨウ1)1アウ1(1オウ1)1うらむ1,
怒(1),,167,,72,5,9,+47334+,/nu4,1ド1ヌ1いかる1おこる1いかり1,
怒(2),,167,,72,5,9,+47334+,/nu3,1ド1ヌ1はげむ1はげしい1,
怔,,167,,72,5,8,+91011+,/zheng1,1セイ1シヤウ1(1ショウ1),
怕,,167,,72,5,8,+96000+,/pa4,1ハ1ヘ1おそれる1おそらく1,
怖,,167,,72,5,8,+94027+,/bu4,1ホ1フ1こはい1(1こわい1)1おそれる1,
怙,,167,,72,5,8,+94060+,/hu4,1コ1たのむ1たのみ1,
怚(1),,167,,72,5,8,+97010+,/ju4,1シヨ1(1ショ1)1ソ1,
怚(2),,167,,72,5,8,+97010+,/cu1,1ソ1,
怛,,167,,72,5,8,+96010+,/da2,1ダツ1ダチ1いたむ1おどろく1,
怜,憐,167,178,72,5,8,+98037+,/ling2,1レイ1リヤウ1(1リョウ1)1さとい1あはれむ1(1あわれむ1),
思(1),,168,,72,5,9,+60330+,/si4,1シ1おもふ1(1おもう1)1おもひ1(1おもい1),
思(2),,168,,72,5,9,+60330+,/sai1,1サイ1,
怠,,168,,72,5,9,+23336+,/dai4,1タイ1ダイ1おこたる1なまける1,
怡,,168,,72,5,8,+93060+,/yi2,1イ1よろこぶ1よろこばす1やはらぐ1(1やわらぐ1),
急,,168,,72,5,9,+27337+,/ji2,1キフ1(1キュウ1)1いそぐ1せく1,
怦,,168,,72,5,8,+91049+,/peng1,1ハウ1(1ホウ1)1ヒヤウ1(1ヒョウ1),
性,,168,,72,5,8,+95010+,/xing4,1セイ1シヤウ1(1ショウ1)1さが1たち1,
怨,,168,,72,5,9,+27331+,/yuan4,1ヱン1(1エン1)1ヲン1(1オン1)1うらむ1うらみ1,
怩,忸,168,166,72,5,8,+97011+,/ni2,1ヂ1ジ1ニ1はぢる1(1はじる1),
怪,,168,,72,5,8,+97014+,/guai4,1クワイ1(1カイ1)1ケ1あやしい1あやしむ1,
怫(1),,169,,72,5,8,+95027+,/fu2,1フツ1ボチ1ふさぐ1もとる1,
怫(2),,169,,72,5,8,+95027+,/fei4,1ヒ1ビ1いかる1,
怯,,169,,72,5,8,+94031+,/qie4/que4,1ケフ1(1キョウ1)1コフ1(1コウ1)1おそれる1おぢける1(1おじける1)1おびえる1,
怳,,169,,72,5,8,+96010+,/huang3,1クワウ1(1コウ1)1ワウ1(1オウ1),
怵,,169,,72,5,8,+93094+,/chu4,1チユツ1(1チュツ1)1チユチ1(1チュチ1)1ヂユツ1(1ジュツ1),
怿,懌,,179,72,5,8,+97054+,/yi4,1エキ1ヤク1よろこぶ1たのしむ1,
怼,懟,,179,72,5,9,+14330+,/dui4,1ツヰ1(1ツイ1)1ヅヰ1(1ヅイ1)1タイ1ダイ1,
恹,懨,,179,72,5,8,+91084+,/yan1,1エン1,
恁,,169,,72,6,10,+22331+,/ren4,1ジン1ニン1かかる1このやうな1(1このような1),
恂,,169,,72,6,9,+97020+,/xun2,1シユン1(1シュン1)1ジユン1(1ジュン1)1まこと1おそれる1またたく1,
恃,怙,169,167,72,6,9,+94041+,/shi4,1シ1ジ1たのむ1たよる1,
恆(1),,169,,72,6,9,+91017+,/heng2,1コウ1ゴウ1つね1つねに1,
恆(2),,169,,72,6,9,+91017+,/geng4,1コウ1ゴウ1,
恇,,169,,72,6,9,+91011+,/kuang1,1キヤウ1(1キョウ1)1コウ1,
恍,,169,,72,6,9,+99011+,/huang3,1クワウ1(1コウ1)1とぼける1ほのか1,
恐(1),,169,,72,6,10,+17331+,/kong3,1キヨウ1(1キョウ1)1おそれる1おそろしい1,
恐(2),,169,,72,6,10,+17331+,/kong3,1キヨウ1(1キョウ1)1おそらく1おそれ1,
恔(1),,169,,72,6,9,+90048+,/xiao4,1カウ1(1コウ1)1ゲウ1(1ギョウ1),
恔(2),,169,,72,6,9,+90048+,/jiao3,1ケウ1(1キョウ1),
恕,,169,,72,6,10,+46330+,/shu4,1シヨ1(1ショ1)1ジヨ1(1ジョ1)1ゆるす1おもひやる1(1おもいやる1),
恙,,169,,72,6,10,+80331+,/yang4,1ヤウ1(1ヨウ1)1つつが1やまひ1(1やまい1)1うれひ1(1うれい1),
恚,,169,,72,6,10,+40331+,/hui4,1イ1いかる1うらむ1,
恝,,170,,72,6,10,+57332+,/jia2,1カイ1ケ1カツ1ケチ1,
恟,,170,,72,6,9,+97020+,/xiong1,1キヨウ1(1キョウ1)1おそれる1,
恢,,170,,72,6,9,+94089+,/hui1,1クワイ1(1カイ1)1ケ1ひろい1ひろめる1おほきい1(1おおきい1),
恣,,170,,72,6,10,+37338+,/zi4,1シ1ほしいまま1,
恤,,170,,72,6,9,+97010+,/xu4,1ジユツ1(1ジュツ1)1ジユチ1(1ジュチ1)1あはれむ1(1あわれむ1)1うれへる1(1うれえる1)1めぐむ1,
恥,,170,,72,6,10,+13100+,/chi3,1チ1はぢる1(1はじる1)1はぢ1(1はじ1)1はぢらふ1(1はじらう1)1はづかしい1(1はずかしい1)1はづかしめる1(1はずかしめる1),
恧,,170,,72,6,10,+10332+,/nv4,1ヂク1(1ジク1)1ニク1,
恨,,170,,72,6,9,+97032+,/hen4,1コン1ゴン1うらむ1うらめしい1うらみ1,
恩,,170,,72,6,10,+60330+,/en1,1オン1いつくしむ1めぐみ1,
恪,,170,,72,6,9,+97064+,/ke4,1カク1キヤク1(1キャク1)1つつしむ1つつしみ1,
恫(1),,170,,72,6,9,+97020+,/dong1,1トウ1ツ1ドウ1いたむ1,
恫(2),,170,,72,6,9,+97020+,/dong4,1トウ1ツ1ドウ1おどす1,
恬,,170,,72,6,9,+92064+,/tian2,1テン1デン1やすらか1しづか1しずか1うすい1やすい1やすんずる1,
恭,,170,,72,6,10,+44338+,/gong1,1キヨウ1(1キョウ1)1ク1うやうやしい1,
息,,170,,72,6,10,+26330+,/xi2,1シヨク1(1ショク1)1ソク1いき1やすむ1いこふ1(1いこう1)1やむ1やめる1むすこ1,
恰,,171,,72,6,9,+98061+,/qia4,1カフ1(1コウ1)1あたかも1,
悔(1),悔,,171,72,6,9,+98055+,/hui3,1クワイ1(1カイ1)1ケくいる1くやむ1くやしい1くやみ1,
悔(2),悔,,171,72,6,9,+98055+,/hui3,1クワイ1(1カイ1)1ケくい1,
恵,惠,,173,72,6,10,+50336+,/hui4,1ケイ1ヱ1(1エ1)1めぐむ1めぐみ1,
恶(1),惡,,173,72,6,10,+10331+,/e4,1アク1わるい1,
恶(2),惡,,173,72,6,10,+10331+,/wu4,1ヲ1(1オ1)1にくむ1,
恶(3),惡,,173,72,6,10,+10331+,/wu1,1ヲ1(1オ1)1いづく1(1いずく1)1いづくんぞ1(1いずくんぞ1),
恼,惱,,174,72,6,9,+90072+,/nao3,1ダウ1(1ドウ1)1ナウ1(1ノウ1)1なやむ1なやます1なやみ1,
恽,惲,,174,72,6,9,+97054+,/yun4,1ウン1,
恺,愷,,175,72,6,9,+92017+,/kai3,1カイ1ガイ1,
恋,戀,,180,72,6,10,+00333+,/lian4,1レン1こふ1(1こう1)1こひ1(1こい1)1こひしい1(1こいしい1),
恡,吝,180,066,72,6,9,+94032+,/lin4,1リン1をしむ1(1おしむ1)1やぶさか1しわい1,
恒(1),恆,180,169,72,6,9,+91016+,/heng2,1コウ1ゴウ1つね1つねに1,
恒(2),恆,180,169,72,6,9,+91016+,/geng4,1コウ1ゴウ1,
恉,旨,180,221,72,6,9,+92061+,/zhi3,1シ1うまい1むね1,
恠,怪,180,168,72,6,9,+94014+,/guai4,1クワイ1(1カイ1)1ケ1あやしい1あやしむ1,
10540,悉,180,171,72,6,10,+90339+,/xi1,1シツ1シチ1ことごとく1つくす1つまびらかにする1,
悁,,171,,72,7,10,+96027+,/juan4,1エン1うれへる1(1うれえる1)1あせる1いかる1,
恿,慂,171,176,72,7,11,+17332+,/yong3,1ヨウ1ユ1すすめる1,
悃,,171,,72,7,10,+96000+,/kun3,1コン1まこと1まごころ1,
悄,,171,,72,7,10,+99027+,/qiao3,1セウ1(1ショウ1)1うれへる1(1うれえる1)1きびしい1,
悅,,171,,72,7,10,+98016+,/yue4,1エツ1エチ1よろこぶ1よろこばしい1よろこばす1,
悦,悅,,171,72,7,10,+98016+,/yue4,1エツ1エチ1よろこぶ1よろこばしい1よろこばす1,
悉,,171,,72,7,11,+20339+,/xi1,1シツ1シチ1ことごとく1つくす1つまびらかにする1,
悌(1),,171,,72,7,10,+98027+,/ti4,1テイ1ダイ1やはらぐ1(1やわらぐ1),
悌(2),,171,,72,7,10,+98027+,/ti4,1テイ1ダイ1,
悍,,171,,72,7,10,+96041+,/han4,1カン1ガン1あらい1つよい1あらあらしい1,
悒,,171,,72,7,10,+96017+,/yi4,1イフ1(1ユウ1)1オフ1(1オウ1)1うれへる1(1うれえる1),
悔(1),,171,,72,7,10,+98055+,/hui3,1クワイ1(1カイ1)1ケくいる1くやむ1くやしい1くやみ1,
悔(2),,171,,72,7,10,+98055+,/hui3,1クワイ1(1カイ1)1ケくい1,
悖,,171,,72,7,10,+94047+,/bei4,1ハイ1バイ1もとる1みだれる1,
悚,,171,,72,7,10,+95096+,/song3,1シヨウ1(1ショウ1)1シユ1(1シュ1)1おそれる1,
悛,,171,,72,7,10,+93047+,/quan1,1セン1シユン1(1シュン1)1あらためる1つつしむ1,
悝,,171,,72,7,10,+96014+,/kui1,1クワイ1(1カイ1)1ケ1,
悟,,171,,72,7,10,+91061+,/wu4,1ゴ1さとる1さとす1さめる1さとり1,
悠,,172,,72,7,11,+28334+,/you1,1イウ1(1ユウ1)1ユ1とほい1(1とおい1)1はるか1,
患,,172,,72,7,11,+50336+,/huan4,1クワン1(1カン1)1ゲン1わづらふ1(1わずらう1)1うれへる1(1うれえる1)1わづらひ1(1わずらい1)1うれひ1(1うれい1),
悤,,172,,72,7,11,+26330+,/cong1,1ソウ1ス1あわてる1いそぐ1,
您,,172,,72,7,11,+27339+,/nin2,1ニン1,
悪(1),惡,,173,72,7,11,+10331+,/e4,1アク1わるい1,
悪(2),惡,,173,72,7,11,+10331+,/wu4,1ヲ1(1オ1)1にくむ1,
悪(3),惡,,173,72,7,11,+10331+,/wu1,1ヲ1(1オ1)1いづく1(1いずく1)1いづくんぞ1(1いずくんぞ1),
悩,惱,,174,72,7,10,+92072+,/nao3,1ダウ1(1ドウ1)1ナウ1(1ノウ1)1なやむ1なやます1なやみ1,
悯,憫,,178,72,7,10,+97020+,/min3,1ビン1ミン1あはれむ1(1あわれむ1)1あはれみ1(1あわれみ1)1うれへる1(1うれえる1),
悬,懸,,180,72,7,11,+77333+,/xuan2,1ケン1ゲン1かける1かかる1へだたる1,
悞,誤,180,518,72,7,10,+96034+,/wu4,1ゴ1あやまる1あやまり1まどはす1(1まどわす1),
悱,,172,,72,8,11,+91011+,/fei3,1ヒ1,
悲,,172,,72,8,12,+11331+,/bei1,1ヒ1かなしい1かなしむ1かなしみ1あはれみ1(1あわれみ1),
悴,,172,,72,8,11,+90048+,/cui4,1スヰ1(1スイ1)1ズヰ1(1ズイ1)1やつれる1せがれ1かじかむ1,
悵,,172,,72,8,11,+91032+,/chang4,1チヤウ1(1チョウ1)1うらむ1いたむ1,
悶,,172,,72,8,12,+77337+,/men4,1ボン1モン1もだえる1もだえ1,
悸,,172,,72,8,11,+92047+,/ji4,1キ1ギ1おそれる1,
悻,,172,,72,8,11,+94041+,/xing4,1カウ1(1コウ1)1キヤウ1(1キョウ1),
悼,,172,,72,8,11,+91046+,/dao4,1タウ1(1トウ1)1ダウ1(1ドウ1)1いたむ1,
悽,,172,,72,8,11,+95047+,/qi1,1セイ1サイ1いたむ1,
悾,,172,,72,8,11,+93011+,/kong1,1コウ1ク1カウ1(1コウ1)1まこと1,
惄,,172,,72,8,11,+27334+,/ni4,1デキ1ニヤク1(1ニャク1),
情,,172,,72,8,11,+95027+,/qing2,1セイ1ジヤウ1(1ジョウ1)1なさけ1まことに1こころ1おもむき1,
惆,,173,,72,8,11,+97020+,/chou2,1チウ1(1チュウ1)1チユ1(1チュ1)1うらむ1,
惇,,173,,72,8,11,+90047+,/dun1,1トン1ドン1あつい1まこと1,
惋,,173,,72,8,11,+93012+,/wan4,1ワン1ヱン1(1エン1),
惎,,173,,72,8,12,+44338+,/ji4,1キ1ギ1,
惑,,173,,72,8,12,+53330+,/huo4,1コク1ヲク1(1オク1)1ワク1まどふ1(1まどう1)1まどはす1(1まどわす1)1まどひ1(1まどい1),
10792,,173,,72,8,11,+95081+,/tian3,1テン1,
惓,,173,,72,8,11,+99012+,/quan2,1ケン1ゲン1うむ1つつしむ1,
惕,,173,,72,8,11,+96027+,/ti4,1テキ1チヤク1(1チャク1)1うれへる1(1うれえる1)1おそれる1つつしむ1,
惘,,173,,72,8,11,+97020+,/wang3,1バウ1(1ボウ1)1マウ1(1モウ1),
惙,,173,,72,8,11,+97047+,/chuo4,1テツ1テチ1,
惚,,173,,72,8,11,+97032+,/hu1,1コツ1コチ1ほれる1とぼける1ほうける1ぼける1,
惛,,173,,72,8,11,+92064+,/hun1,1コン1ゴン1,
惜,,173,,72,8,11,+94061+,/xi2,1セキ1シヤク1(1シャク1)1をしい1(1おしい1)1をしむ1(1おしむ1),
惟,,173,,72,8,11,+90014+,/wei2,1ユヰ1(1ユイ1)1ヰ1イ1おもふ1(1おもう1)1これ1ただ1,
惠,,173,,72,8,12,+50333+,/hui4,1ケイ1ヱ1(1エ1)1めぐむ1めぐみ1,
惡(1),,173,,72,8,12,+10331+,/e4,1アク1わるい1,
惡(2),,173,,72,8,12,+10331+,/wu4,1ヲ1(1オ1)1にくむ1,
惡(3),,173,,72,8,12,+10331+,/wu1,1ヲ1(1オ1)1いづく1(1いずく1)1いづくんぞ1(1いずくんぞ1),
惥,,173,,72,8,12,+77333+,/yong3,1ヨウ1ユ1,
悰,,173,,72,8,11,+93091+,/cong2,1ソウ1ス1,
惦,,173,,72,8,11,+90061+,/dian4,1テン1,
惯,慣,,177,72,8,11,+97082+,/guan4,1クワン1(1カン1)1なれる1ならす1ならはし1(1ならわし1),
惫,憊,,178,72,8,12,+27336+,/bei4,1ハイ1バイ1ヘイ1つかれる1,
惮,憚,,178,72,8,11,+98056+,/dan4,1タン1ダン1はばかる1はばかり1,
惊,驚,,628,72,8,11,+90096+,/jing1,1ケイ1キヤウ1(1キョウ1)1おどろく1おどろかす1おどろき1はせる1,
惧,懼,180,180,72,8,11,+96081+,/ju4,1ク1グ1おそれる1おそれ1,
惭,慚慙,,180176,72,8,11,+92021+,/can2,1サン1ザン1はぢる1(1はじる1)1はぢ1(1はじ1),
悳,德,180,163,72,8,12,+40331+,/de2,1トク1,
惢,蕊,180,471,72,8,12,+33330+,/rui3,1ズヰ1(1ズイ1)1ヌイ1しべ1,
